text,label
  depress seller foundation arent big deal,1
  depression no face nice smile,1
  talk free text talk train crisis anxiety,1
  mum journal cope anxiety but write book rest god forsake family,-1
  adjust lung assessment shortness breath urge breathe deeply but,0
  anxiety hit roof,1
  problem depress but not depress,-1
  worst leave house hair cut buy food cause colossal anxiety,1
  anxiety but workout,1
  broke heart but dick stopping suicide best,1
  gio only fluffy,0
  super bad sorry flare depression anxiety,1
  deliberately depress trap xenophobia island,1
  shin depress,1
 ,0
  depressed lack,1
  anxiety no tho,1
  send big love comfort anxiety bitch,-1
  kind depress,-1
  teacher offer private struggle never randomly pick student pace,1
  depression compare lose control music creativity escape,1
  turn anxiety roof,1
  read but depress anger please monitor not read feel unsafe mental health,1
  insane depress,1
  not afraid fly but halfway flight anxiety know,1
  couch patient autonomy choice but feel nudge direction sorry tangent suicide but,1
  dabby not analogy draw depress but funny correlation,-1
  depressed enjoy,0
  anta depression,1
  month ago ringneck depress kitten,1
  anxiety workplace disability employee reveal disability boss return understanding workplace,1
  episode sad depress attack,1
  star,0
  love literally hilarious laugh love soft sad hoe depress,-1
  green lantern atom,0
  grey zone white black but green record,0
  not permanent depression feel felt trap not forever permanent feel forever but good speaking experience,-1
  cute sad hot,0
  turn raise money suicide prevention,1
  great depression face priceless,-1
  hear ya anxiety nice smile friendly smile small brighten,-1
  depression crawl good hate,1
  dam depress dick,1
  depression dementia age covid best brain,-1
  doesnt girl buy damage,-1
  hate watch snap depression,1
  verge anxiety attack,1
  depression hell ride love heart morning decide quit not fault not depression bitch,-1
  depressed people church tough address article depressed people arent people cant comfort,1
  false suicide rate,1
  think lose depress,1
  street suicide read dissection depression anxiety post calumet,1
  rise learn,0
  testimony death depression alliance mental illness prevention lifeline black,1
  start covid spending separation anxiety,1
  graduate college launch survey student gather data graduate student wellness graduate high anxiety depression source pandemic,1
  bare psychiatric not experience read report cohort study learn,0
  dark place enjoy life,-1
  dead spot disease grass north fall visible spring circular depress prior spring,1
  bey life cheat partner hand mele test prove depression seek attention,1
  funny exercise but didnt save anxiety bad happen job family wow upgrade life,-1
  tire no,1
  never forget euphoria depress song ruin,1
  city birthday hyper vigilant surroundings afraid verbally physically attack anxiety birthday sick,1
  never speak only depression feel never only detached responsibility baby happy alive,-1
  single notification feel absolutely crush unrelenting anxiety but good absolutely cease exist,-1
  mental health open feel anxious low,1
  young suicide watch,1
  play lot avoid depression,1
  regularly depress not require experience happiness,1
  dear lose mail,0
  talk doctor screening cover mental health check,0
  word depress not,1
  depressed birthday,1
  health care domestic violence,1
  not joke anxiety hug bring comfort,1
  deal anxiety mental alcohol abuse suicide,1
  covid negative impact mental health realizing,1
  tout therapeutic decrease anxiety reduce inflammation anxiety personally interested factor,1
 ,0
  hyperactivity key brain region depress,1
  literally start actual event memory scenario overwhelmingly depressed memory nit hit,1
  document write autism anxiety overshadow stigma environment but leave,1
  dont pity depress,-1
  ever song randomly depressed memory check link,1
  anxiety,1
  but blame men blame spent money baby end pregnant neighbor depress,1
  big issue didnt break send jail partly bite fault depression not tamp sooner fact book charge,1
  depress,1
  trend share cant depression anxiety,-1
  brain depression hold beer,1
  sad scary teen young significant anxiety depression eat suicide,1
  ever talk depress,1
  troll,0
  jealous happy stuck,1
  mother jeep depress,1
  anxiety none wear completely but nightmare watch imagine live,1
  pandemic illuminate suicide prevention school framework school suicide prevention write,1
  attack food normal feel hungry attack,1
  anxiety lose but continue bring wont stray,1
  tired twitter break depress,1
  victim depress work feeling isolated suicide ignore pseudo science,1
  experience loss people anger depression cycle,1
  independent absolutely disgust know happen extreme distress destitution hope compensation stress depression,1
  deal anxiety depression free buy deal suicidal free,1
  school sudden increase anxiety not,-1
  suicide never simple people baffle fully teen suicide drop bully lack social acceptance high correlation,1
  start,0
  trump narrative push open adequate open economy mental health suicide crisis political tool,1
  doesnt depress resign current horrendous replace,0
  finally start feel situational depression,1
  cool brink depression strength,-1
  dog depression dad,1
  depression school depression family blame school lend hand boast esteem bit,1
  start experience anxiety think imagine act,1
  depressed people please stop kill point help people no help listen tell people no,1
  anxiety,1
  poison beloved inbred descendant strain poison reach,1
  short aid digestion calm,-1
  dentist not mad depress not care,-1
  stress depress counting,1
  not gut feeling,1
  throttle depress,1
  depression babe,1
  constantly tell,0
  nervous fail damn eye exam sleep fill anxiety,1
  as depress,1
  role national fierce spike suicide late late,1
  despise jackass life hack guy hustle culture impossible hold people doesnt account rich depress people,1
 ,0
  depressed cry alone alone hold rub late,1
  depressed make people laugh,-1
  truth express cause great pain,-1
  thank depress people elderly couple afraid mids deaf blind,1
  addiction,0
  demand child support sooner violence depression substance abuse inevitable,1
  depress news depression,1
  depression nap,1
  anxiety,1
  suffer social anxiety albeit slowly kill,1
  mosque watch pray depression,1
  cure depression rampant horny,1
  therapy mindfulness therapy overcome people huge session contact learn visit,-1
  yep stupid pain but tell fine chest pain finally,1
  decide watch newish finally forward watch,0
  anxiety think child spring game,1
  anxiety,1
  miracle ice standout suicide undefined,1
  not like bit stuff personally feel bit listen sad music depression appeal,1
  hand covid anxiety watch,-1
  rate fall,0
  deal depression anxiety undiagnosed bipolar ago suicide attempt fear hospital depression mental illness dont ever hesitate ever,1
  depressed,1
  fall love people only torture anxiety,1
  alone anxiety alone worry but,1
  panic bit birthday reality dont depress universe,1
